,sr,section,date,datetime_from,datetime_to,delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_event_time
397,744,14 mm,2024-05-07 00:00:00,2024-05-07 04:31:00,2024-05-07 05:00:00,29,TAIL BREAKER 2_1A,OVERSHOOT HAPPENED IN TAIL BRAKER 1A DUE TO CLOSING PRESSURE DROPPED TO 5.7 BAR. (1C+1H),PUNEMATIC SYSTEM CHANGED AND COBBLE REMOVED,OVERSHOOT IN LINE 1 A,HIGH PRESSURE NOT ACHIEVED,DC VALVE SPOOL STUCKING,BECAUSE OF THE OIL OR DEBRIS,OIL PASSING FROM LUBRICATOR,CHANGE THE PNEUMATIC SYSTEM,"ACTION PLAN AS PER REMARKS IN COLOUMN ""U"" - WILL BE CONCLUDED IN NEXT 10 DAYS",UNDER OBSERVATION,"OBSERVATION: 1.DOUBT OF PASSING MORE OIL IN DC VALVE DUE TO LAST POINT OF TAPPING 2. PLANNED TRAIL TO IDENTIFIED A).REMOVE INDIVIDUAL FRL B.) OIL TO BE REMOVED FROM MAIN HEADER LUBRICATOR C).DURING 12MM ROLLING RESPONSE OF NEW PNUEMATIC SYSTEM USED WITHOUT LUBRICTOR NEED TO CHECK D).IF RESPONSE & ISSUES IN 12 MM IS NOT THERE IN TB FOR12 HOUR THEN LUBRICATOR WILL FILL  IN MAIN HEADER AGAIN .
E).IN EVERY SHIFT OIL LEVEL NEED TO CHECK AND UPDATE BY MECHANICAL
F).NEXT ONE WEAK  OR UPTO SMALLER SECTION (8MM.10MM&12MM) BEHAVIOR NEED TO OBSERVED .IF ANY DEVIATION THEN MODIFICATION OF LINE TO BE DONE ",,2024-05-07 04:31:00,2024-05-07 05:00:00,2024-05-07
398,746,14 mm,2024-05-07 00:00:00,2024-05-07 11:08:00,2024-05-07 11:30:00,22,DIVIDE SHEAR L1,AUTO-CHOPPING DUE TO LINE.1 DIVIDE SHEAR DIVERTER OUT OF POSITION.(1C+1H).,"COBBLE REMOVED, DIVERTOR ALIGNMENT AND POSITION SET",DIVERTOR OUT OF POSITION,TORQUE TAKE -210% INSTEAD OF 150%,,,,,,,,,2024-05-07 11:08:00,2024-05-07 11:30:00,2024-05-07
399,748,25 mm,2024-05-08 00:00:00,2024-08-05 23:17:00,2024-08-05 23:36:00,19,STAND 12,HEAD COBBLE IN STD.12 ENTRY DUE TO CHIPS.(1C+1H). HEAT NO. 2403789,COBBLE CLEARED AND CHIPS REMOVED,COBBLE IN STAND 12 ENTRY GUIDE,MATERIAL HIT AT ENTRY,GUIDE ROLL JAMMED WITH CHIPS,CHIPS CAME FROM BILLET,,GUIDE NEED TO CHANGE,"1. IN CASE OF CHIPS ACCUMULATION, CHANGE THE GUIDE AND KEEP FOR CHECKING
2. AFTER FIRST INSTANCE, NEEDS TO INCREASE THE CHECKING FREQUENCY FOR CHIPS ACCUMULATION
3. SHIFT INCHARGE SHOULD CONVEY THE ESSAGE OF ENTIRE STOPPAGE OF CHPS ACCUMULATION",DONE ,,,2024-05-08 23:17:00,2024-05-08 23:36:00,2024-05-08
400,749,16 mm,2024-05-09 00:00:00,19:46:00,20:16:00,30,SMS,"FRONT HIT IN SLITTER DELIVERY DEU TO SPLITTED HEAD CAME. COLD CHARGE 165x165 BILLET OF HEAT NUMBER, 2403719 3SP BILLET. (1C+1H)",COBBLE CLEARED AND CHIPS REMOVED,COBBLE AT EXIT OF SLITER ,HEAD FOUND SPLITTED ,BAD MATERIAL,,,,NEED TO SEND THE PIECE TO QUALITY FOR FURTHER CHECKING,DONE ,,,2024-05-09 19:46:00,2024-05-09 20:16:00,2024-05-09
401,754,16 mm,2024-05-10 00:00:00,18:23:00,18:39:00,16,BGV2,MATERIAL HEAD COBBLE IN LINE 2 BGV STAND 20 CAUSE LAST MATERIAL TAIL BROKEN AND STUCK  DUE TO CHIPS.(OPTICAL DONE),"COBBLE REMOVED, OPTICAL CHECKED AND GUIDE CHANGED",COBBLE IN LINE 2 BGV,HEAD HIT IN RE-GUIDE #20,CHIPS ACCUMULATED IN RE GUIDE STATIC,,,,"iN CASE OFCOBBLE DUE TO CHIPS IN BGV, FOLLOWING TO BE FOLLOWED:
A. PARTING TO BE CHECKED
B. OPTICAL TO BE DONE
C. RE GUIDE TO BE CHANGED
IN CASE OF COBBLE DUE TO CHIPS FROM STAND 1 TO 14:
A. CHECK THE STOCKS AND PARTING
B. iNCREASE THE FREQUENCY OF CHECKING
",DONE ,,,2024-05-10 18:23:00,2024-05-10 18:39:00,2024-05-10
402,755,16 mm,2024-05-10 00:00:00,20:58:00,21:15:00,16,BGV2,MATERIAL HEAD COBBLE IN LINE 2 BGV CAUSE STAND 20 CLAMP GOES OUT.,COBBLE REMOVED AND MILL STARTED,HEAD COBBLE AFTER #20,DELIVERY CAME OUT,CLAMP OF DELIVERY CAME OUT,,,CLAMP AND DELIVERY CHANGED ,FREQUENCY OF CLAMP CHANGED TO BE FIXED . IT SHOULD BE CHANGED IN EVERY 3 MONTHS ,DONE ,,,2024-05-10 20:58:00,2024-05-10 21:15:00,2024-05-10
403,757,10 mm,2024-05-12 00:00:00,13:20:00,13:34:00,14,LINE 1,Overshoot in line 01 due to HMD 28 oversensed (1C+1H),COBBLE REMOVED AND MILL STARTED,UNDERSHOOT IN LINE 1 A,HMD 28 CONTINUE SENSED MATERIAL & TWIN CHANNEL CYCLE TAKEN MORE THAN 180 DEG,MATERIAL RESTRICTED  BY TWIN CHANNEL FLAPPER ,,,NEED TO CHECK THE FLAPPER DURING 8 MM,"1. IN NEXT 8 MM ROLLING, NEED TO CHECK WHETHER PROBLEM STARTS IN TWIN CHANNEL R NOT
2. LAST 3 YEARS FLAPPER CHANGES QUANTITY AND LAST 1 YEAR CHANGE SEQUENCE TO BE ANALYSED TO FIGURE OUT PLANNED WAY REPLACEMENT",UNDER OBSERVATION,FLAPPER PROCUREMENT UNDER PROGRESS,,2024-05-12 13:20:00,2024-05-12 13:34:00,2024-05-12
404,762,16 mm,2024-05-16 00:00:00,13:10:00,13:38:00,28,STAND 12,FRONT COBBLE IN STAND 12 ENTRY DUE TO CHIPS (1C+1H),GUIDE ROLL CHANGED AND MILL STARTED,"COBBLE IN SYAND 12, AS GUIDE ROLL PIN FOUND BROKEN",HEAD HIT IN #12 ENTRY,CHIPS FOUND ACCUMULATED AT THE HEAD OF BILLET,CHIPS CARRYFORWARED WITH HEAD,CHIPS GENERATED DUE TO METALLIC CHIPS CAME OUT FROM PREVIOUS BILLET,CHECKING OF MILL DURING ANY PLANNED DELAY,"DURING ROLLING OF 14, 16, 20 MM. NEED TO CHECK ALL THE STANDS AND BGV DURING ALL PLANNED OR UNPLANNED DELAYS ",DONE ,,,2024-05-16 13:10:00,2024-05-16 13:38:00,2024-05-16
405,768,14 mm,2024-05-18 00:00:00,08:02:00,08:27:00,25,STAND 13,"MATERIAL HEAD COBBLE AT STAND 13 DUE TO SHEARPIN BROKEN, STAND 12 & 9 PASS CHANGED, STAND 11,12 & BOTH BGV RE-GUIDE CHANGED",GEAR BOX COVER OPENED INTERNAL GEAR TEETHS BEARINGS CHECKED  & MILL STARTED ,SAME AS BELOW (792 AND 793),,,,,,,DONE ,,,2024-05-18 08:02:00,2024-05-18 08:27:00,2024-05-18
406,772,12 mm,2024-05-18 00:00:00,19:05:00,19:18:00,13,BGV1,COBBLE AT BGV1 STAND 20 REGUIDE DUE TO CHIPS JAMMED (1C+1H),COBBLE CLEARED AND MILL STARTED,DOUBT OF SAME REASON AS PER POINT 796,,,,,,,,,,2024-05-18 19:05:00,2024-05-18 19:18:00,2024-05-18
407,773,12 mm,2024-05-18 00:00:00,19:32:00,23:10:00,218,BGV1,"AGAIN COBBLE AT BGV1 STAND 20 REGUIDE DUE TO CHIPS JAMMED (1C+1H), BGV1 STAND 19 BOTTOM SHAFT & SLAEEVE TEETH FOUND WEAR OUT SO MODULE CHANGED",MANDREL & SLEEVE CHANGED MILL STARTED,COBBLE IN LINE 1 BGV,"SLEEVE FOUND LOOSE, COMING OUT OF SHAFT",BECAUSE OF SHAFT WEAR OUT AND THREAD DAMAGE,SOP NOT FOLLOWED,,"1. NEW MANDRAIL WITH SHAFT CHANGED
2. INSPECTION OF THREAD AND CLEANING OF SHAFT AND TTHRED FOR ALL IMMEDIATELY
3. ENTIRE SLEEVE BLUEMATCHINH TO BE DONE","ROLL SHOP
1. SOP FOR STEP WISE CHECKING AND REPLACEMENT OF SLEEVE TO BE MADE
2. SLEEVE NUMBERING TO BE CHANGED & FIXED
3. BLUE MATCHING OF ALL THE OLD SLEEVE TO BE DONE REGULARLY AND ENSURE COMPLETION OF BLUEMATCHING OF ENTIRE SLEEVE  QUARTLY
4. REPLACEMENT OF SLEEVE TO NEW ONE IN EVERY 6 MONTHS WITH PROPER DOCUMENTATION AS PER SOP

MECH
1. SOP FOR STEP WISE CHECKING AND REPLACEMENT OF SHAFT TO BE MADE
2. PROPER IDENTIFICATION MARK ON EACH SHAFT TO BE ENSURED
3. EVERY MONTH CLEANING OF THREAD AND SHAFT INSPECTION TO BE ENSURED

OPERATIONS: - 
1. ENSURING 2 MINIMUM 2 LOCK NUTS KEPT AT SITE AGAINST EACH SHAFT, IN CASE LOCKNUT IS NOT GOING IN THREAD NO NEED TO FORCE IT. CHANE WITH NEW LOCK NOT AND TO BE INFORMED TO MECHANICAL
2.CHANGE CTC WITH OLD ONE WHICH WILL DRY WITHIN FEW SECOND.",DONE ,,,2024-05-18 19:32:00,2024-05-18 23:10:00,2024-05-18
408,779,12 mm,2024-05-19 00:00:00,16:56:00,17:18:00,22,CVR,CARRY FORWARD IN LINE.1 CVR. (1C+1H).,COBBLE REMOVED SWITCH PIPE CHANGE MILL STARTED ,HEAD STUCK BETWEEN DIVERTER FLAPPER & EXIT TRUFF,PREVIOUS BILLET TAIL PIECE CARRYFORWARD,EXIT TRUFF SIDE WALL & BASE PLATE FOUND WEAR OUT ,,,"1. OPERATION NEED TO LOCK CVR EXIT TROUGH COVER PROPERLY
2. NEED TO CHANGE THE TROUGH AND ITS COVERS
3. GAP BETWEEN THE TROUGH WAY IS NOT PROPER AND NEED TO CHANGED
4. GAP BETWEEN WEDGE AND DIVERTOR TO BE INCREASED (NEED TO TAKE TRIAL BY DECREASING GAPTO 6 MM, IF NOT SOLVED TAKE IT BACK)","1. OPERATION NEED TO LOCK CVR EXIT TROUGH COVER PROPERLY
2. NEED TO CHANGE THE TROUGH AND ITS COVERS
3. GAP BETWEEN THE TROUGH WAY IS NOT PROPER AND NEED TO CHANGED
4. GAP BETWEEN WEDGE AND DIVERTOR TO BE INCREASED (NEED TO TAKE TRIAL BY DECREASING GAPTO 6 MM, IF NOT SOLVED TAKE IT BACK)",DONE ,,,2024-05-19 16:56:00,2024-05-19 17:18:00,2024-05-19
409,781,12 mm,2024-05-20 00:00:00,02:15:00,02:55:00,41,CVR,"CARRY FORWORD IN LINE 1 CVR. COBBLE DELAY PROLONGED DUE TO ONE SPARE DIVERTER 2 MM LONG. DELAY NA-MECH, NEED ANALYSIS.",COBBLE REMOVED SWITCH PIPE CHANGE MILL STARTED ,HEAD STUCK BETWEEN DIVERTER FLAPPER & EXIT TRUFF,PREVIOUS BILLET TAIL PIECE CARRYFORWARD,EXIT TRUFF SIDE WALL & BASE PLATE FOUND WEAR OUT ,,,"1. OPERATION NEED TO LOCK CVR EXIT TROUGH COVER PROPERLY
2. NEED TO CHANGE THE TROUGH AND ITS COVERS
3. GAP BETWEEN THE TROUGH WAY IS NOT PROPER AND NEED TO CHANGED
4. GAP BETWEEN WEDGE AND DIVERTOR TO BE INCREASED (NEED TO TAKE TRIAL BY DECREASING GAPTO 6 MM, IF NOT SOLVED TAKE IT BACK)","1. OPERATION NEED TO LOCK CVR EXIT TROUGH COVER PROPERLY
2. NEED TO CHANGE THE TROUGH AND ITS COVERS
3. GAP BETWEEN THE TROUGH WAY IS NOT PROPER AND NEED TO CHANGED
4. GAP BETWEEN WEDGE AND DIVERTOR TO BE INCREASED (NEED TO TAKE TRIAL BY DECREASING GAPTO 6 MM, IF NOT SOLVED TAKE IT BACK)",DONE ,,,2024-05-20 02:15:00,2024-05-20 02:55:00,2024-05-20
410,783,8 mm,2024-05-20 00:00:00,12:54:00,13:14:00,21,STAND 9,COBBLE IN STAND 11 ENTRY DUE TO STAND 09 STOCK WAS OVER .(1COBBLE),"COBBLE REMOVED, STOCK ADJUSTED AND MILL STARTED",MATERIAL HEAD HIT IN ENTRY OF #11,OVERFILL MATERIAL CAME FROM STAND 10,"STOCK OF STAND NO. 9 FOUND 10 MM MORE, 36 MM IN STEAD OF 26 MM",MIS-JUDGED WHILE SEEING THE STOCK (SEEN 36MM INSTAD OF 26 MM - HUMAN ERROR),,NEED TO CROSS CHECKED AFTER SETTING,NEED TO CROSS CHECKED AFTER SETTING BY ROLLER,DONE ,,,2024-05-20 12:54:00,2024-05-20 13:14:00,2024-05-20
411,784,8 mm,2024-05-20 00:00:00,19:33:00,20:05:00,31,TWIN CHANNEL 1 A,UNDERSHOOT IN 1A. BAR CAME OUT FROM TWC BETWEEN 1-10 MTR. (1C),COBBLE CLEARED AND MILL STARTED,UNDERSHOOT IN 1A,MATERIAL HEAD CAME OUT FROM FLAPPER AT APPROX 10 MTR,HEAD HIT SOMEWHERE IN BETWEEN 0 TO 10 MTR,,,"FLAPPER TO BE CHECKED CONTINOUSLY AND IN CASE PROBLEM IS THERE NEED TO CHECK
FINDINGS:
A. DIVERTOR POSITION OK
B. COBBLE DETECTED FROM CVAH","1. PLANNED WAY REPLACEMENT TO BE PLANNED TO AVOIID ANY UNCERTAIN DELATS
2. LAST 3 YEARS FLAPPER CHANGED QUANTITY AND LAST 1 YEAR CHANGE SEQUENCE TO BE ANALYSED TO FIGURE OUT PLANNED WAY REPLACEMENT",UNDER OBSERVATION,FLAPPER ARE UNDER PROCUREMENT,,2024-05-20 19:33:00,2024-05-20 20:05:00,2024-05-20
412,785,8 mm,2024-05-20 00:00:00,20:20:00,21:14:00,54,TWIN CHANNEL 1 A,UNDERSHOOT IN 1A. BAR CAME OUT FROM TWC BETWEEN 1-10 MTR. (1C+1H),"COBBLE CLEARED, TWC FLAPPER & EXIT TROUGH AT 6 MTR CHANGED AND MILL STARTED",UNDERSHOOT IN 1A,MATERIAL HEAD CAME OUT FROM FLAPPER AT APPROX 10 MTR,HEAD HIT SOMEWHERE IN BETWEEN 0 TO 10 MTR,,,"FLAPPER TO BE CHECKED CONTINOUSLY AND IN CASE PROBLEM IS THERE NEED TO CHECK
FINDINGS:
A. DIVERTOR POSITION OK
B. COBBLE DETECTED FROM CVAH","1. PLANNED WAY REPLACEMENT TO BE PLANNED TO AVOIID ANY UNCERTAIN DELATS
2. LAST 3 YEARS FLAPPER CHANGED QUANTITY AND LAST 1 YEAR CHANGE SEQUENCE TO BE ANALYSED TO FIGURE OUT PLANNED WAY REPLACEMENT",UNDER OBSERVATION,FLAPPER ARE UNDER PROCUREMENT,,2024-05-20 20:20:00,2024-05-20 21:14:00,2024-05-20
413,786,8 mm,2024-05-21 00:00:00,05:21:00,05:45:00,24,SMS SOHAR STEEL,COBBLE AFTER STD.14 DUE TO CHIPS. (1C+1H).,CHIPS REMOVED AND COBBLE REMOVED,HEAD HIT AT PR 1 FUNNLE,SMALL BILLET CHIPS FOUND IN FUNNLE,CHIPS FOM THE PREVIOUS BILLET TAIL,,,,"ISSUE BECAUSE OF BILLET QUALITY. ONCE CHIPS FOUND IN LINE, NEED TO CECK THE ACCUMULATION IN EVERY PLANNED INTERVALS",DONE ,,,2024-05-21 05:21:00,2024-05-21 05:45:00,2024-05-21
414,789,8 mm,2024-05-21 00:00:00,13:22:00,13:43:00,21,SMS,COBBLE IN LINE 1 BGV DUE TO CHIPS.,CHIPS REMOVED AND COBBLE REMOVED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,DONE ,,,2024-05-21 13:22:00,2024-05-21 13:43:00,2024-05-21
415,790,8 mm,2024-05-21 00:00:00,14:58:00,15:14:00,16,BGV2,COBBLE IN LINE 2 BGV DUE TO MATERIAL BREAK AT 93% SPEED.,COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK IN BETWEEN PINCH ROLL 2 AND BGV (LINE 2),MATERIAL BREAK WHILE INCREASING SPEED,SPEED INCREASED AFTER FINISHNG RING CHANGED,,,,"AsS PER SOP Take only 20 billets @70% and increase speed by 5% and take 30 billets @75% .After taking  billets @75%  ramp up to 85%in the multiplies of 5 by taking 50 billets at each level.If Pinch Roll behaviour is okay wrt Torque and speed, then increase the speed in every 5 Billets.
 
NEED TO REVIEW THE SOP, AND INDICATE CLEARLY TO INCREASE THE SPEED AFTER PR GRAPHS SHOWS OK",DONE ,,,2024-05-21 14:58:00,2024-05-21 15:14:00,2024-05-21
416,791,8 mm,2024-05-21 00:00:00,16:40:00,17:03:00,23,BGV2,COBBLE IN LINE 2 BGV DUE TO MATERIAL BREAK AT 92%.(DELAY START FROM 16:40 TO 06:27),COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK IN BETWEEN PINCH ROLL 2 AND BGV (LINE 2),MATERIAL BREAK WHILE INCREASING SPEED,SPEED INCREASED AFTER FINISHNG RING CHANGED,,,,"AsS PER SOP Take only 20 billets @70% and increase speed by 5% and take 30 billets @75% .After taking  billets @75%  ramp up to 85%in the multiplies of 5 by taking 50 billets at each level.If Pinch Roll behaviour is okay wrt Torque and speed, then increase the speed in every 5 Billets.
 
NEED TO REVIEW THE SOP, AND INDICATE CLEARLY TO INCREASE THE SPEED AFTER PR GRAPHS SHOWS OK",DONE ,,,2024-05-21 16:40:00,2024-05-21 17:03:00,2024-05-21
417,795,10 mm,2024-05-24 00:00:00,03:24:00,03:48:00,24,SMS,COBBLE IN LINE 1 BGV DUE TO MATERIAL BREAK FROM PINCH ROLL 3.,CHIPS REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,,,,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,SAMPLE TO BE SENT TO QUALITY FOR FURTHER CHECKING,DONE ,,,2024-05-24 03:24:00,2024-05-24 03:48:00,2024-05-24
418,797,10 mm,2024-05-24 00:00:00,09:18:00,09:48:00,30,SMS SOHAR STEEL,COBBLE DUE TO CHIPS.,CHIPS REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,,,,COBBLE PIECE GIVEN TO QUALITY,SAMPLE TO BE SENT TO QUALITY FOR FURTHER CHECKING,DONE ,,,2024-05-24 09:18:00,2024-05-24 09:48:00,2024-05-24
419,799,16 mm,2024-05-25 00:00:00,04:46:00,05:04:00,19,SMS,HEAD COBBLE IN LINE.1 BGV DUE TO CHIPS.(2C+1H). HEAT NO. 2404138,CHIPS REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,,,,COBBLE PIECE GIVEN TO QUALITY,SAMPLE TO BE SENT TO QUALITY FOR FURTHER CHECKING,DONE ,,,2024-05-25 04:46:00,2024-05-25 05:04:00,2024-05-25
420,800,16 mm,2024-05-25 00:00:00,05:12:00,05:31:00,19,TAIL BREAKER 2_1B,"AUTO CHOPPING IN MILL DUE TO HMD,29 SENSING FOR LONG TIME.(1C+2H)",COBBLE REMOVED AND MILL STARTED,UNDERSHOOT IN LINE 1 A,HMD 29 CONTINUE SENSED MATERIAL & TWIN CHANNEL CYCLE TAKEN MORE THAN 180 DEG,MATERIAL RESTRICTED  BY TWIN CHANNEL FLAPPER ,,,NEED TO CHECK THE FLAPPER AND FIXED WATER ARM,"1. ENTIRE FLAPPER AND FIXED ARM TO BE CHECKED 
2. PLAN FOR REFUBRISHMENT OF FIXED ARM TO BE MADE 
2. LAST 3 YEARS FLAPPER CHANGES QUANTITY AND LAST 1 YEAR CHANGE SEQUENCE TO BE ANALYSED TO FIGURE OUT PLANNED WAY REPLACEMENT",PENDING,FLAPPER UNDER PROCUREMENT,,2024-05-25 05:12:00,2024-05-25 05:31:00,2024-05-25
421,802,32 mm,2024-05-28 00:00:00,03:04:00,04:29:00,85,STAND 14,COBBLE AT STAND 14 DUE TO STAND 14 ALL COUPING BOLT SHEARED...**CAPA team need to do analysis,COUPLING SPACER CHANGED & MILL STARTED ,COUPLING DRIVE SIDE ALL BOLTS SHEARED ,AS PER DANIELI REPORT MOTOR SHAFT IS  UNBALANCE (HOWEVER IN NEXT SHUTDOWN ENTIRE LOOSENESS OF COUPLING & COUPLING SPACER TO BE CHECK & FURTHER INVESTIGATE) ALSO MAIL SENT T DANIELI,,,,"1. NEED TO CHECK THE ALIGNMENT OF SPACER WITH THE COUPLING PLATE
2. PURPOSE TO CHECK THE RUNOUT AND SIDE CHECK, AS DOUBT IN STUD & OVERALL SPAED CONDITION ","1. NEED TO CHECK THE ALIGNMENT OF SPACER WITH THE COUPLING PLATE
2. PURPOSE TO CHECK THE RUNOUT AND SIDE CHECK, AS DOUBT IN STUD & OVERALL SPACERD CONDITION

(IN LAST 5 MONTHS 4 TIMES SPACER CHANGED AND EVERY TIME VIBRATION DECREASED AFTER CHANGING, NEED TO CHECK THE OVERALL ALIGNMENT OF SPACER PARTS WITH COUPLING) ",PENDING,,,2024-05-28 03:04:00,2024-05-28 04:29:00,2024-05-28
422,811,40 mm,2024-05-31 00:00:00,13:37:00,14:02:00,25,ART,UNDERSHOOT AFTER STD.14 DUE TO INTERMEDIATE PROXY MALFUNCTIONING.(1H),COBBLE REMOVED AND MILL STARTED,UNDER SHOOT IN APRON LINE,APRON CYCLE NOT PROPER,INTERMEDIATE PROXIMITY CONTINOUS FLICKERING DURING CYCLE FOR FIRST PIECE,,,"1. PROXIMITY SENSOR CHECKING DONE 
2. STRIKER TIGHTNESS CHECKING AND GAP BETWEEN STRIKER AND PROXIMITY CROSS CHECKED , NO ABNORMALITY FOUND",1. IT IS UNDER OBSERVATION IF PROBLEM COMES PROXIMITY AND CABLE  TO BE REPLACED WITH NEW ONE,DONE ,,,2024-05-31 13:37:00,2024-05-31 14:02:00,2024-05-31
423,812,25 mm,2024-05-31 00:00:00,23:16:00,23:48:00,31,APRON,COBBLE DUE TO MATERIAL HIT AT APRON ROLLER TABLE.(MATERIAL SLIP TO INTERMEDIATE POSITIONS  AFTER VIDEO ANALYSIS- CAPA TEAM NEED TO BE ANALYSIS),"COBBLE REMOVED, WALL FIXED AND MILL STARTED",COBBLE DUE TO ART WALL CAME OUT,PIN WELDING BROKEN AND PIN CAME OUT,BROKEN DUE TO VIBRATION,,,PIN FIXING AND CHECKING FOR PERFECT FIT,"1. FREQUENCY OF CHECKING TO BE INCREASED
2. WELDING & ASSEMBLY TO BE CHECKED EVERY TIME BEFORE SECTION STARTS ",DONE ,,,2024-05-31 23:16:00,2024-05-31 23:48:00,2024-05-31
424,813,8 mm,2024-06-01 00:00:00,15:12:00,15:27:00,15,SMS SOHAR STEEL,COBBLE IN FFB2 DUE TO BAD METAL.,COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK AT LINE 2 BGV,CHIP-OFF FOUND IN BOTH THE COOBLE PIECE,CHIP-OFF BECAUSE OF BAD MATERIAL,,,COBBLE REMOVED AND MILL CHECKED FOR CHIPS,SAMPLE SENT TO QUALITY FOR CHECKING,DONE ,,,2024-06-01 15:12:00,2024-06-01 15:27:00,2024-06-01
425,814,8 mm,2024-06-01 00:00:00,15:52:00,16:13:00,21,SMS SOHAR STEEL,COBBLE IN FFB2 DUE TO BAD METAL.,COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK AT LINE 2 BGV,CHIP-OFF FOUND IN BOTH THE COOBLE PIECE,CHIP-OFF BECAUSE OF BAD MATERIAL,,,COBBLE REMOVED AND MILL CHECKED FOR CHIPS,SAMPLE SENT TO QUALITY FOR CHECKING,DONE ,,,2024-06-01 15:52:00,2024-06-01 16:13:00,2024-06-01
426,815,8 mm,2024-06-02 00:00:00,00:08:00,00:25:00,17,SMS,MATERIAL BROKEN IN LINE.2 DUE TO BAD MATERIAL.(1C+1H). HOT CHARGE HEAT NO. 2404509,COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK IN LINE 1,CHIP-OFF FOUND IN THE COOBLE PIECE,CHIP-OFF BECAUSE OF BAD MATERIAL,,,COBBLE REMOVED AND MILL CHECKED FOR CHIPS,SAMPLE SENT TO QUALITY FOR CHECKING,DONE ,,,2024-06-02 00:08:00,2024-06-02 00:25:00,2024-06-02
427,816,8 mm,2024-06-02 00:00:00,00:47:00,01:05:00,17,SMS,HEAD COBBLE IN LINE.1 BGV DUE TO CHIPS (1C+1H). HOT CHARGE BILLET-  HEAT NO.- 2404509,COBBLE REMOVED AND MILL STARTED,HEAD HIT IN LINE 1,CHIPS ACCULULATION IN LINE,CHIPS BECAUSE OF BAD MATERIAL,,,COBBLE REMOVED AND MILL CHECKED FOR CHIPS,SAMPLE SENT TO QUALITY FOR CHECKING,DONE ,,,2024-06-02 00:47:00,2024-06-02 01:05:00,2024-06-02
428,817,8 mm,2024-06-02 00:00:00,01:14:00,01:36:00,23,SMS,MATERIAL BROKEN IN LINE.1 DUE TO CHIPS (1C+1H). HOT CHARGE BILLET-  HEAT NO.- 2404509,COBBLE REMOVED AND MILL STARTED,HEAD HIT IN LINE 1,CHIPS ACCULULATION IN LINE,CHIPS BECAUSE OF BAD MATERIAL,,,COBBLE REMOVED AND MILL CHECKED FOR CHIPS,SAMPLE SENT TO QUALITY FOR CHECKING,DONE ,,,2024-06-02 01:14:00,2024-06-02 01:36:00,2024-06-02
429,818,8 mm,2024-06-02 00:00:00,04:45:00,05:03:00,18,PINCH ROLL 2_2,MATERIAL BROKEN IN LINE.2.(1C+1H).,COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK IN BETWEEN PINCH ROLL 2 AND BGV (LINE 2),MATERIAL BREAK WHILE INCREASING SPEED,SPEED INCREASED AFTER FINISHNG RING CHANGED,,,SPEED TO BE INCREASED IN GRADUAL MANNER,"AsS PER SOP Take only 20 billets @70% and increase speed by 5% and take 30 billets @75% .After taking  billets @75%  ramp up to 85%in the multiplies of 5 by taking 50 billets at each level.If Pinch Roll behaviour is okay wrt Torque and speed, then increase the speed in every 5 Billets.
 
NEED TO REVISIT SOP AND PROCESS AS SAME HAS HAPPENED IN LAST CAMPAIGN ALSO",DONE ,,,2024-06-02 04:45:00,2024-06-02 05:03:00,2024-06-02
430,819,10 mm,2024-06-04 00:00:00,11:32:00,11:50:00,17,SMS,"MATERIAL BROKEN IN LINE.2 DUE TO BAD MATERIAL. HEAT NO,- 2404543. (1C+1H)",COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-2,BILLET QUALITY IS NOT OK,,BILLET HEAT NUMBER- 2404543,,,"COBBLE PIECE SENT TO QUALITY FOR FURTHER CHECKING, SLAG INTRUPTION",DONE ,,,2024-06-04 11:32:00,2024-06-04 11:50:00,2024-06-04
